ReturnID,OrderID,Reason
RE00796,ORD50890,Customer Dissatisfaction
RE00797,ORD34617,Wrong Item
RE00798,ORD25784,Customer Dissatisfaction
RE00799,ORD02724,Other
RE00800,ORD57670,Customer Dissatisfaction
RE00801,ORD27197,Damaged
RE00802,ORD05510,Wrong Item
RE00803,ORD05738,Wrong Item
RE00804,ORD09695,Damaged
RE00805,ORD50972,Wrong Item
RE00806,ORD56610,Wrong Item
RE00807,ORD47857,Customer Dissatisfaction
RE00808,ORD57309,Damaged
RE00809,ORD26155,Damaged
RE00810,ORD15067,Other
RE00811,ORD20148,Damaged
RE00812,ORD30164,Other
RE00813,ORD57539,Wrong Item
RE00814,ORD33362,Customer Dissatisfaction
RE00815,ORD18686,Wrong Item
RE00816,ORD03533,Customer Dissatisfaction
RE00817,ORD52884,Damaged
RE00818,ORD22782,Damaged
RE00819,ORD22996,Damaged
RE00820,ORD20036,Wrong Item
RE00821,ORD08045,Damaged
RE00822,ORD32841,Other
RE00823,ORD15679,Other
RE00824,ORD39161,Damaged
RE00825,ORD10066,Wrong Item
RE00826,ORD53137,Other
RE00827,ORD13211,Customer Dissatisfaction
RE00828,ORD23346,Damaged
RE00829,ORD41333,Wrong Item
RE00830,ORD18648,Damaged
RE00831,ORD19240,Customer Dissatisfaction
RE00832,ORD01636,Customer Dissatisfaction
RE00833,ORD18412,Customer Dissatisfaction
RE00834,ORD44264,Wrong Item
RE00835,ORD33990,Other
RE00836,ORD41162,Wrong Item
RE00837,ORD28483,Damaged
RE00838,ORD11485,Other
RE00839,ORD45696,Other
RE00840,ORD28546,Other
RE00841,ORD52003,Wrong Item
RE00842,ORD00878,Damaged
RE00843,ORD09711,Damaged
RE00844,ORD24131,Customer Dissatisfaction
RE00845,ORD36830,Damaged
RE00846,ORD35306,Wrong Item
RE00847,ORD28797,Other
RE00848,ORD01666,Wrong Item
RE00849,ORD21300,Damaged
RE00850,ORD28639,Damaged
RE00851,ORD11647,Other
RE00852,ORD01977,Customer Dissatisfaction
RE00853,ORD05278,Customer Dissatisfaction
RE00854,ORD38509,Wrong Item
RE00855,ORD33431,Customer Dissatisfaction
RE00856,ORD54353,Damaged
RE00857,ORD10145,Wrong Item
RE00858,ORD47674,Other
RE00859,ORD47642,Customer Dissatisfaction
RE00860,ORD53664,Other
RE00861,ORD30175,Customer Dissatisfaction
RE00862,ORD16943,Customer Dissatisfaction
RE00863,ORD39367,Wrong Item
RE00864,ORD57054,Other
RE00865,ORD06774,Customer Dissatisfaction
RE00866,ORD33043,Wrong Item
RE00867,ORD45321,Other
RE00868,ORD24021,Damaged
RE00869,ORD25955,Other
RE00870,ORD50814,Damaged
RE00871,ORD44783,Customer Dissatisfaction
RE00872,ORD44550,Customer Dissatisfaction
RE00873,ORD50570,Customer Dissatisfaction
RE00874,ORD59829,Other
RE00875,ORD55528,Other
RE00876,ORD32963,Customer Dissatisfaction
RE00877,ORD30294,Customer Dissatisfaction
RE00878,ORD18445,Damaged
RE00879,ORD31362,Customer Dissatisfaction
RE00880,ORD36215,Damaged
RE00881,ORD50913,Wrong Item
RE00882,ORD42131,Customer Dissatisfaction
RE00883,ORD15974,Wrong Item
RE00884,ORD12859,Customer Dissatisfaction
RE00885,ORD23455,Other
RE00886,ORD54029,Damaged
RE00887,ORD22324,Damaged
RE00888,ORD37101,Customer Dissatisfaction
RE00889,ORD43734,Wrong Item
RE00890,ORD31645,Customer Dissatisfaction
RE00891,ORD20762,Damaged
RE00892,ORD20164,Customer Dissatisfaction
RE00893,ORD23883,Damaged
RE00894,ORD57571,Wrong Item
RE00895,ORD25962,Wrong Item
RE00896,ORD46077,Damaged
RE00897,ORD22489,Other
RE00898,ORD05617,Damaged
RE00899,ORD19749,Customer Dissatisfaction
RE00900,ORD39784,Damaged
RE00901,ORD36961,Damaged
RE00902,ORD26522,Other
RE00903,ORD13574,Wrong Item
RE00904,ORD39948,Damaged
RE00905,ORD54480,Customer Dissatisfaction
RE00906,ORD43634,Damaged
RE00907,ORD43970,Wrong Item
RE00908,ORD46894,Customer Dissatisfaction
RE00909,ORD19681,Customer Dissatisfaction
RE00910,ORD13679,Damaged
RE00911,ORD26359,Other
RE00912,ORD02228,Wrong Item
RE00913,ORD10524,Wrong Item
RE00914,ORD33303,Damaged
RE00915,ORD40534,Other
RE00916,ORD08122,Customer Dissatisfaction
RE00917,ORD16522,Customer Dissatisfaction
RE00918,ORD57173,Damaged
RE00919,ORD23140,Damaged
RE00920,ORD29530,Customer Dissatisfaction
RE00921,ORD04025,Damaged
RE00922,ORD42137,Customer Dissatisfaction
RE00923,ORD02084,Other
RE00924,ORD41333,Other
RE00925,ORD25213,Customer Dissatisfaction
RE00926,ORD01252,Damaged
RE00927,ORD42462,Other
RE00928,ORD14451,Wrong Item
RE00929,ORD24500,Wrong Item
RE00930,ORD15933,Damaged
RE00931,ORD06876,Customer Dissatisfaction
RE00932,ORD01526,Wrong Item
RE00933,ORD53609,Other
RE00934,ORD42070,Other
RE00935,ORD06525,Damaged
RE00936,ORD55022,Wrong Item
RE00937,ORD47599,Damaged
RE00938,ORD07499,Customer Dissatisfaction
RE00939,ORD45322,Damaged
RE00940,ORD22794,Damaged
RE00941,ORD41546,Damaged
RE00942,ORD49754,Damaged
RE00943,ORD29797,Wrong Item
RE00944,ORD14381,Other
RE00945,ORD37003,Other
RE00946,ORD07327,Other
RE00947,ORD06197,Other
RE00948,ORD09039,Other
RE00949,ORD53513,Damaged
RE00950,ORD02956,Other
RE00951,ORD50051,Wrong Item
RE00952,ORD09495,Wrong Item
RE00953,ORD30194,Damaged
RE00954,ORD57797,Wrong Item
RE00955,ORD27118,Customer Dissatisfaction
RE00956,ORD02311,Wrong Item
RE00957,ORD46711,Damaged
RE00958,ORD06728,Customer Dissatisfaction
RE00959,ORD40547,Customer Dissatisfaction
RE00960,ORD20308,Customer Dissatisfaction
RE00961,ORD41738,Damaged
RE00962,ORD42496,Customer Dissatisfaction
RE00963,ORD12671,Customer Dissatisfaction
RE00964,ORD23421,Other
RE00965,ORD48768,Wrong Item
RE00966,ORD48216,Other
RE00967,ORD44880,Wrong Item
RE00968,ORD34924,Wrong Item
RE00969,ORD58986,Other
RE00970,ORD59402,Other
RE00971,ORD23928,Other
RE00972,ORD26799,Other
RE00973,ORD22779,Customer Dissatisfaction
RE00974,ORD41976,Wrong Item
RE00975,ORD31350,Damaged
RE00976,ORD25905,Customer Dissatisfaction
RE00977,ORD58765,Other
RE00978,ORD01762,Damaged
RE00979,ORD35678,Damaged
RE00980,ORD42721,Other
RE00981,ORD14768,Other
RE00982,ORD10303,Customer Dissatisfaction
RE00983,ORD55425,Wrong Item
RE00984,ORD13203,Customer Dissatisfaction
RE00985,ORD28459,Damaged
RE00986,ORD35984,Other
RE00987,ORD07004,Damaged
RE00988,ORD59669,Other
RE00989,ORD19632,Wrong Item
RE00990,ORD27480,Other
RE00991,ORD38964,Other
RE00992,ORD33179,Wrong Item
RE00993,ORD06626,Wrong Item
RE00994,ORD04984,Other
RE00995,ORD59297,Other
RE00996,ORD52522,Customer Dissatisfaction
RE00997,ORD02313,Customer Dissatisfaction
RE00998,ORD12312,Other
RE00999,ORD40714,Wrong Item
RE01000,ORD27384,Customer Dissatisfaction
RE01001,ORD30615,Other
RE01002,ORD53453,Damaged
RE01003,ORD10055,Wrong Item
RE01004,ORD56827,Customer Dissatisfaction
RE01005,ORD43998,Customer Dissatisfaction
RE01006,ORD03812,Other
RE01007,ORD07417,Customer Dissatisfaction
RE01008,ORD02056,Customer Dissatisfaction
RE01009,ORD42760,Other
RE01010,ORD57887,Customer Dissatisfaction
RE01011,ORD40280,Wrong Item
RE01012,ORD53281,Customer Dissatisfaction
RE01013,ORD10758,Customer Dissatisfaction
RE01014,ORD25800,Wrong Item
RE01015,ORD34354,Other
RE01016,ORD11629,Damaged
RE01017,ORD12782,Damaged
RE01018,ORD34026,Damaged
RE01019,ORD34750,Other
RE01020,ORD30518,Damaged
RE01021,ORD22532,Customer Dissatisfaction
RE01022,ORD09130,Other
RE01023,ORD41887,Damaged
RE01024,ORD47980,Other
RE01025,ORD07666,Wrong Item
RE01026,ORD42224,Customer Dissatisfaction
RE01027,ORD56753,Damaged
RE01028,ORD09515,Other
RE01029,ORD11841,Damaged
RE01030,ORD25617,Customer Dissatisfaction
RE01031,ORD29939,Other
RE01032,ORD03242,Customer Dissatisfaction
RE01033,ORD14007,Customer Dissatisfaction
RE01034,ORD38131,Customer Dissatisfaction
RE01035,ORD47060,Wrong Item
RE01036,ORD15120,Customer Dissatisfaction
RE01037,ORD53745,Damaged
RE01038,ORD00514,Other
RE01039,ORD53186,Customer Dissatisfaction
RE01040,ORD42591,Damaged
RE01041,ORD29440,Customer Dissatisfaction
RE01042,ORD01719,Customer Dissatisfaction
RE01043,ORD16119,Other
RE01044,ORD39282,Customer Dissatisfaction
RE01045,ORD54564,Customer Dissatisfaction
RE01046,ORD10706,Customer Dissatisfaction
RE01047,ORD44475,Wrong Item
RE01048,ORD52346,Damaged
RE01049,ORD27509,Wrong Item
RE01050,ORD47934,Customer Dissatisfaction
RE01051,ORD48859,Customer Dissatisfaction
RE01052,ORD51216,Other
RE01053,ORD10853,Wrong Item
RE01054,ORD23228,Customer Dissatisfaction
RE01055,ORD47240,Damaged
RE01056,ORD20541,Damaged
RE01057,ORD59227,Damaged
RE01058,ORD05618,Wrong Item
RE01059,ORD59340,Other
RE01060,ORD47447,Other
RE01061,ORD26105,Customer Dissatisfaction
RE01062,ORD14096,Wrong Item
RE01063,ORD02438,Damaged
RE01064,ORD51744,Wrong Item
RE01065,ORD02869,Damaged
RE01066,ORD04935,Other
RE01067,ORD32418,Customer Dissatisfaction
RE01068,ORD26385,Other
RE01069,ORD37323,Other
RE01070,ORD08073,Wrong Item
RE01071,ORD15113,Damaged
RE01072,ORD22974,Wrong Item
RE01073,ORD59463,Customer Dissatisfaction
RE01074,ORD18968,Other
RE01075,ORD51964,Other
RE01076,ORD07580,Wrong Item
RE01077,ORD53848,Wrong Item
RE01078,ORD07649,Customer Dissatisfaction
RE01079,ORD27456,Wrong Item
RE01080,ORD43335,Customer Dissatisfaction
RE01081,ORD16875,Other
RE01082,ORD35915,Other
RE01083,ORD39558,Damaged
RE01084,ORD08883,Other
RE01085,ORD26392,Other
RE01086,ORD57070,Wrong Item
RE01087,ORD34788,Customer Dissatisfaction
RE01088,ORD24970,Wrong Item
RE01089,ORD18661,Damaged
RE01090,ORD14891,Damaged
RE01091,ORD34574,Customer Dissatisfaction
RE01092,ORD07394,Customer Dissatisfaction
RE01093,ORD05668,Other
RE01094,ORD29338,Wrong Item
RE01095,ORD24138,Wrong Item
RE01096,ORD17538,Wrong Item
RE01097,ORD18087,Wrong Item
RE01098,ORD46506,Wrong Item
RE01099,ORD40173,Customer Dissatisfaction
RE01100,ORD49366,Damaged
RE01101,ORD32540,Wrong Item
RE01102,ORD51854,Customer Dissatisfaction
RE01103,ORD51751,Damaged
RE01104,ORD15580,Wrong Item
RE01105,ORD56165,Wrong Item
RE01106,ORD42218,Other
RE01107,ORD10395,Other
RE01108,ORD51790,Damaged
RE01109,ORD22528,Damaged
RE01110,ORD31549,Other
RE01111,ORD07007,Damaged
RE01112,ORD26392,Wrong Item
RE01113,ORD15556,Damaged
RE01114,ORD53349,Wrong Item
RE01115,ORD00180,Customer Dissatisfaction
RE01116,ORD24061,Other
RE01117,ORD34731,Wrong Item
RE01118,ORD11783,Other
RE01119,ORD18981,Customer Dissatisfaction
RE01120,ORD32060,Damaged
RE01121,ORD33740,Customer Dissatisfaction
RE01122,ORD25561,Customer Dissatisfaction
RE01123,ORD42097,Other
RE01124,ORD50196,Other
RE01125,ORD33632,Wrong Item
RE01126,ORD04712,Wrong Item
RE01127,ORD37150,Wrong Item
RE01128,ORD35016,Wrong Item
RE01129,ORD27481,Damaged
RE01130,ORD24457,Other
RE01131,ORD12998,Customer Dissatisfaction
RE01132,ORD01088,Other
RE01133,ORD42955,Other
RE01134,ORD36712,Wrong Item
RE01135,ORD36242,Other
RE01136,ORD49241,Customer Dissatisfaction
RE01137,ORD50898,Customer Dissatisfaction
RE01138,ORD51660,Other
RE01139,ORD47750,Damaged
RE01140,ORD00587,Customer Dissatisfaction
RE01141,ORD41788,Damaged
RE01142,ORD32822,Damaged
RE01143,ORD54262,Damaged
RE01144,ORD22375,Wrong Item
RE01145,ORD47055,Customer Dissatisfaction
RE01146,ORD08893,Customer Dissatisfaction
RE01147,ORD27453,Wrong Item
RE01148,ORD49904,Customer Dissatisfaction
RE01149,ORD54938,Other
RE01150,ORD15366,Wrong Item
RE01151,ORD08412,Wrong Item
RE01152,ORD02318,Damaged
RE01153,ORD10335,Customer Dissatisfaction
RE01154,ORD27450,Customer Dissatisfaction
RE01155,ORD06721,Damaged
RE01156,ORD30508,Other
RE01157,ORD54638,Damaged
RE01158,ORD56256,Damaged
RE01159,ORD38154,Customer Dissatisfaction
RE01160,ORD23165,Damaged
RE01161,ORD37177,Other
RE01162,ORD01708,Damaged
RE01163,ORD21996,Wrong Item
RE01164,ORD07623,Wrong Item
RE01165,ORD30607,Wrong Item
RE01166,ORD22734,Damaged
RE01167,ORD01135,Customer Dissatisfaction
RE01168,ORD22334,Other
RE01169,ORD30684,Wrong Item
RE01170,ORD56976,Customer Dissatisfaction
RE01171,ORD11572,Other
RE01172,ORD49802,Customer Dissatisfaction
RE01173,ORD42607,Customer Dissatisfaction
RE01174,ORD52128,Damaged
RE01175,ORD43114,Wrong Item
RE01176,ORD29913,Customer Dissatisfaction
RE01177,ORD55811,Customer Dissatisfaction
RE01178,ORD10468,Customer Dissatisfaction
RE01179,ORD17584,Customer Dissatisfaction
RE01180,ORD27325,Customer Dissatisfaction
RE01181,ORD07894,Wrong Item
RE01182,ORD58829,Wrong Item
RE01183,ORD28515,Damaged
RE01184,ORD16655,Other
RE01185,ORD59213,Customer Dissatisfaction
RE01186,ORD09458,Wrong Item
RE01187,ORD59378,Other
RE01188,ORD21804,Wrong Item
RE01189,ORD29316,Damaged
RE01190,ORD59912,Other
RE01191,ORD06997,Customer Dissatisfaction
RE01192,ORD03323,Customer Dissatisfaction
RE01193,ORD45264,Other
RE01194,ORD09295,Wrong Item
RE01195,ORD19831,Wrong Item
RE01196,ORD41036,Damaged
RE01197,ORD32642,Wrong Item
RE01198,ORD13036,Wrong Item
RE01199,ORD55901,Damaged
RE01200,ORD02416,Damaged
RE01201,ORD27714,Other
RE01202,ORD06450,Damaged
RE01203,ORD48031,Wrong Item
RE01204,ORD14996,Damaged
RE01205,ORD48061,Wrong Item
RE01206,ORD10574,Customer Dissatisfaction
RE01207,ORD56546,Damaged
RE01208,ORD01055,Customer Dissatisfaction
RE01209,ORD15107,Customer Dissatisfaction
RE01210,ORD29158,Customer Dissatisfaction
RE01211,ORD28612,Other
RE01212,ORD23306,Other
RE01213,ORD51008,Other
RE01214,ORD23547,Customer Dissatisfaction
RE01215,ORD30424,Damaged
RE01216,ORD35464,Wrong Item
RE01217,ORD39642,Damaged
RE01218,ORD53623,Customer Dissatisfaction
RE01219,ORD40000,Other
RE01220,ORD23110,Other
RE01221,ORD19788,Other
RE01222,ORD19861,Other
RE01223,ORD39911,Other
RE01224,ORD01498,Customer Dissatisfaction
RE01225,ORD00978,Other
RE01226,ORD41905,Other
RE01227,ORD40664,Customer Dissatisfaction
RE01228,ORD58612,Damaged
RE01229,ORD30077,Wrong Item
RE01230,ORD37229,Other
RE01231,ORD33637,Damaged
RE01232,ORD30887,Wrong Item
RE01233,ORD29199,Wrong Item
RE01234,ORD47496,Damaged
RE01235,ORD51370,Customer Dissatisfaction
RE01236,ORD18244,Customer Dissatisfaction
RE01237,ORD10558,Wrong Item
RE01238,ORD26322,Damaged
RE01239,ORD16601,Wrong Item
RE01240,ORD52665,Other
RE01241,ORD42472,Customer Dissatisfaction
RE01242,ORD24119,Other
RE01243,ORD59669,Customer Dissatisfaction
RE01244,ORD04334,Other
RE01245,ORD19769,Customer Dissatisfaction
RE01246,ORD31536,Customer Dissatisfaction
RE01247,ORD25483,Damaged
RE01248,ORD01353,Customer Dissatisfaction
RE01249,ORD32232,Customer Dissatisfaction
RE01250,ORD49144,Wrong Item
RE01251,ORD45730,Other
RE01252,ORD01543,Customer Dissatisfaction
RE01253,ORD42139,Wrong Item
RE01254,ORD58350,Damaged
RE01255,ORD27526,Customer Dissatisfaction
RE01256,ORD13335,Customer Dissatisfaction
RE01257,ORD19502,Customer Dissatisfaction
RE01258,ORD49094,Wrong Item
RE01259,ORD12810,Other
RE01260,ORD45931,Other
RE01261,ORD18805,Other
RE01262,ORD45665,Wrong Item
RE01263,ORD15770,Damaged
RE01264,ORD35099,Wrong Item
RE01265,ORD17007,Other
RE01266,ORD11673,Other
RE01267,ORD30145,Customer Dissatisfaction
RE01268,ORD45932,Other
RE01269,ORD53360,Other
RE01270,ORD49572,Other
RE01271,ORD39890,Customer Dissatisfaction
RE01272,ORD55059,Customer Dissatisfaction
RE01273,ORD27581,Other
RE01274,ORD44675,Wrong Item
RE01275,ORD44548,Other
RE01276,ORD25656,Wrong Item
RE01277,ORD34981,Other
RE01278,ORD09908,Customer Dissatisfaction
RE01279,ORD02474,Damaged
RE01280,ORD33163,Customer Dissatisfaction
RE01281,ORD54298,Customer Dissatisfaction
RE01282,ORD35340,Customer Dissatisfaction
RE01283,ORD03508,Wrong Item
RE01284,ORD07591,Customer Dissatisfaction
RE01285,ORD42636,Customer Dissatisfaction
RE01286,ORD53611,Customer Dissatisfaction
RE01287,ORD31817,Damaged
RE01288,ORD54817,Other
RE01289,ORD26429,Other
RE01290,ORD01358,Damaged
RE01291,ORD17047,Damaged
RE01292,ORD52465,Customer Dissatisfaction
RE01293,ORD57322,Customer Dissatisfaction
RE01294,ORD02083,Customer Dissatisfaction
RE01295,ORD31511,Other
RE01296,ORD27550,Other
RE01297,ORD51709,Customer Dissatisfaction
RE01298,ORD23640,Customer Dissatisfaction
RE01299,ORD09776,Customer Dissatisfaction
RE01300,ORD47965,Wrong Item
RE01301,ORD57222,Wrong Item
RE01302,ORD39122,Wrong Item
RE01303,ORD11244,Wrong Item
RE01304,ORD52333,Other
RE01305,ORD39828,Damaged
RE01306,ORD33325,Wrong Item
RE01307,ORD17977,Damaged
RE01308,ORD01773,Customer Dissatisfaction
RE01309,ORD32309,Other
RE01310,ORD46171,Wrong Item
RE01311,ORD48383,Customer Dissatisfaction
RE01312,ORD39274,Wrong Item
RE01313,ORD28541,Wrong Item
RE01314,ORD40413,Wrong Item
RE01315,ORD56719,Other
RE01316,ORD15301,Wrong Item
RE01317,ORD14617,Customer Dissatisfaction
RE01318,ORD20122,Customer Dissatisfaction
RE01319,ORD14703,Damaged
RE01320,ORD50737,Other
RE01321,ORD50630,Damaged
RE01322,ORD21410,Damaged
RE01323,ORD04415,Customer Dissatisfaction
RE01324,ORD11096,Customer Dissatisfaction
RE01325,ORD10306,Customer Dissatisfaction
RE01326,ORD47145,Other
RE01327,ORD28484,Customer Dissatisfaction
RE01328,ORD05621,Damaged
RE01329,ORD35803,Wrong Item
RE01330,ORD01024,Customer Dissatisfaction
RE01331,ORD30326,Other
RE01332,ORD16888,Wrong Item
RE01333,ORD09286,Wrong Item
RE01334,ORD03500,Damaged
RE01335,ORD55376,Other
RE01336,ORD28899,Customer Dissatisfaction
RE01337,ORD50247,Customer Dissatisfaction
RE01338,ORD08500,Wrong Item
RE01339,ORD39273,Customer Dissatisfaction
RE01340,ORD27331,Customer Dissatisfaction
RE01341,ORD24448,Wrong Item
RE01342,ORD43908,Customer Dissatisfaction
RE01343,ORD19127,Damaged
RE01344,ORD12911,Other
RE01345,ORD16357,Other
RE01346,ORD00953,Wrong Item
RE01347,ORD30302,Wrong Item
RE01348,ORD04919,Wrong Item
RE01349,ORD15323,Customer Dissatisfaction
RE01350,ORD53869,Damaged
RE01351,ORD25930,Other
RE01352,ORD12802,Damaged
RE01353,ORD21708,Customer Dissatisfaction
RE01354,ORD48709,Customer Dissatisfaction
RE01355,ORD15444,Customer Dissatisfaction
RE01356,ORD39674,Customer Dissatisfaction
RE01357,ORD29862,Other
RE01358,ORD28558,Other
RE01359,ORD07742,Damaged
RE01360,ORD05491,Wrong Item
RE01361,ORD19175,Customer Dissatisfaction
RE01362,ORD54265,Customer Dissatisfaction
RE01363,ORD44875,Other
RE01364,ORD25892,Other
RE01365,ORD09010,Damaged
RE01366,ORD04247,Damaged
RE01367,ORD20040,Wrong Item
RE01368,ORD25881,Damaged
RE01369,ORD14666,Wrong Item
RE01370,ORD36905,Other
RE01371,ORD44334,Damaged
RE01372,ORD51489,Wrong Item
RE01373,ORD23774,Customer Dissatisfaction
RE01374,ORD21151,Damaged
RE01375,ORD44576,Damaged
RE01376,ORD48185,Customer Dissatisfaction
RE01377,ORD28448,Wrong Item
RE01378,ORD13523,Customer Dissatisfaction
RE01379,ORD10460,Wrong Item
RE01380,ORD44335,Other
RE01381,ORD16731,Customer Dissatisfaction
RE01382,ORD22849,Customer Dissatisfaction
RE01383,ORD54709,Wrong Item
RE01384,ORD22111,Wrong Item
RE01385,ORD16404,Wrong Item
RE01386,ORD28382,Damaged
RE01387,ORD34979,Damaged
RE01388,ORD28028,Damaged
RE01389,ORD29103,Other
RE01390,ORD55083,Customer Dissatisfaction
RE01391,ORD53672,Wrong Item
RE01392,ORD55001,Wrong Item
RE01393,ORD13216,Wrong Item
RE01394,ORD29494,Wrong Item
RE01395,ORD54373,Other
RE01396,ORD07671,Wrong Item
RE01397,ORD51775,Damaged
RE01398,ORD24977,Other
RE01399,ORD45941,Wrong Item
RE01400,ORD45475,Wrong Item
RE01401,ORD03752,Wrong Item
RE01402,ORD18645,Other
RE01403,ORD16552,Other
RE01404,ORD41367,Damaged
RE01405,ORD32796,Customer Dissatisfaction
RE01406,ORD00991,Wrong Item
RE01407,ORD21058,Customer Dissatisfaction
RE01408,ORD21273,Customer Dissatisfaction
RE01409,ORD26409,Wrong Item
RE01410,ORD51307,Wrong Item
RE01411,ORD17725,Other
RE01412,ORD50711,Wrong Item
RE01413,ORD21755,Customer Dissatisfaction
RE01414,ORD34857,Wrong Item
RE01415,ORD02245,Wrong Item
RE01416,ORD40708,Damaged
RE01417,ORD58083,Customer Dissatisfaction
RE01418,ORD32163,Wrong Item
RE01419,ORD45932,Damaged
RE01420,ORD25495,Damaged
RE01421,ORD10482,Wrong Item
RE01422,ORD07885,Other
RE01423,ORD41137,Other
RE01424,ORD41040,Wrong Item
RE01425,ORD20431,Other
RE01426,ORD39144,Customer Dissatisfaction
RE01427,ORD26176,Other
RE01428,ORD35452,Customer Dissatisfaction
RE01429,ORD52764,Customer Dissatisfaction
RE01430,ORD20675,Customer Dissatisfaction
RE01431,ORD35727,Customer Dissatisfaction
RE01432,ORD53438,Other
RE01433,ORD47780,Wrong Item
RE01434,ORD20436,Customer Dissatisfaction
RE01435,ORD02753,Customer Dissatisfaction
RE01436,ORD39449,Wrong Item
RE01437,ORD20039,Wrong Item
RE01438,ORD05925,Wrong Item
RE01439,ORD33791,Damaged
RE01440,ORD29915,Customer Dissatisfaction
RE01441,ORD08741,Customer Dissatisfaction
RE01442,ORD28639,Other
RE01443,ORD25991,Customer Dissatisfaction
RE01444,ORD58474,Other
RE01445,ORD47875,Other
RE01446,ORD04073,Wrong Item
RE01447,ORD14056,Other
RE01448,ORD49451,Damaged
RE01449,ORD20120,Wrong Item
RE01450,ORD36050,Other
RE01451,ORD43028,Wrong Item
RE01452,ORD55857,Wrong Item
RE01453,ORD52014,Customer Dissatisfaction
RE01454,ORD06467,Damaged
RE01455,ORD31605,Other
RE01456,ORD07542,Customer Dissatisfaction
RE01457,ORD43803,Other
RE01458,ORD48985,Damaged
RE01459,ORD17715,Wrong Item
RE01460,ORD27821,Wrong Item
RE01461,ORD00653,Customer Dissatisfaction
RE01462,ORD02800,Wrong Item
RE01463,ORD27662,Wrong Item
RE01464,ORD14358,Customer Dissatisfaction
RE01465,ORD56100,Wrong Item
RE01466,ORD34849,Damaged
RE01467,ORD02678,Wrong Item
RE01468,ORD59865,Customer Dissatisfaction
RE01469,ORD07313,Other
RE01470,ORD46600,Damaged
RE01471,ORD16888,Customer Dissatisfaction
RE01472,ORD04030,Damaged
RE01473,ORD14295,Damaged
RE01474,ORD04610,Wrong Item
RE01475,ORD46558,Wrong Item
RE01476,ORD36301,Wrong Item
RE01477,ORD57312,Damaged
RE01478,ORD03338,Other
RE01479,ORD04114,Customer Dissatisfaction
RE01480,ORD11664,Wrong Item
RE01481,ORD51619,Customer Dissatisfaction
RE01482,ORD51950,Wrong Item
RE01483,ORD06408,Damaged
RE01484,ORD42778,Wrong Item
RE01485,ORD08645,Other
RE01486,ORD52894,Other
RE01487,ORD05301,Damaged
RE01488,ORD33534,Other
RE01489,ORD17622,Other
RE01490,ORD08104,Other
RE01491,ORD07200,Wrong Item
RE01492,ORD43593,Customer Dissatisfaction
RE01493,ORD37809,Damaged
RE01494,ORD42512,Other
RE01495,ORD11774,Wrong Item
RE01496,ORD11748,Other
RE01497,ORD34466,Wrong Item
RE01498,ORD02392,Damaged
RE01499,ORD13092,Damaged
RE01500,ORD58048,Other
RE01501,ORD05547,Other
RE01502,ORD17241,Wrong Item
RE01503,ORD06201,Customer Dissatisfaction
RE01504,ORD39475,Other
RE01505,ORD48029,Wrong Item
RE01506,ORD30565,Damaged
RE01507,ORD24915,Other
RE01508,ORD17623,Damaged
RE01509,ORD26587,Customer Dissatisfaction
RE01510,ORD06042,Wrong Item
RE01511,ORD00701,Damaged
RE01512,ORD58735,Customer Dissatisfaction
RE01513,ORD49424,Customer Dissatisfaction
RE01514,ORD28636,Wrong Item
RE01515,ORD05061,Damaged
RE01516,ORD03088,Other
RE01517,ORD10815,Other
RE01518,ORD16772,Other
RE01519,ORD58022,Other
RE01520,ORD02939,Wrong Item
RE01521,ORD17840,Customer Dissatisfaction
RE01522,ORD22171,Other
RE01523,ORD36618,Other
RE01524,ORD18223,Wrong Item
RE01525,ORD17184,Customer Dissatisfaction
RE01526,ORD36903,Other
RE01527,ORD45442,Damaged
RE01528,ORD28241,Damaged
RE01529,ORD26267,Customer Dissatisfaction
RE01530,ORD05028,Wrong Item
RE01531,ORD51335,Other
RE01532,ORD47311,Wrong Item
RE01533,ORD21441,Damaged
RE01534,ORD27902,Damaged
RE01535,ORD05986,Damaged
RE01536,ORD20271,Other
RE01537,ORD26405,Wrong Item
RE01538,ORD02400,Damaged
RE01539,ORD39186,Wrong Item
RE01540,ORD00493,Customer Dissatisfaction
RE01541,ORD42313,Other
RE01542,ORD55792,Wrong Item
RE01543,ORD35417,Customer Dissatisfaction
RE01544,ORD38369,Customer Dissatisfaction
RE01545,ORD49205,Wrong Item
RE01546,ORD11251,Wrong Item
RE01547,ORD25774,Other
RE01548,ORD40399,Customer Dissatisfaction
RE01549,ORD31289,Damaged
RE01550,ORD33364,Damaged
RE01551,ORD06187,Other
RE01552,ORD36387,Wrong Item
RE01553,ORD51093,Damaged
RE01554,ORD43244,Customer Dissatisfaction
RE01555,ORD31136,Wrong Item
RE01556,ORD57390,Other
RE01557,ORD30317,Wrong Item
RE01558,ORD46188,Customer Dissatisfaction
RE01559,ORD34232,Damaged
RE01560,ORD22368,Damaged
RE01561,ORD44026,Damaged
RE01562,ORD36454,Other
RE01563,ORD41225,Other
RE01564,ORD58321,Damaged
RE01565,ORD28241,Customer Dissatisfaction
RE01566,ORD18937,Damaged
RE01567,ORD17672,Customer Dissatisfaction
RE01568,ORD58202,Other
RE01569,ORD44807,Wrong Item
RE01570,ORD24745,Other
RE01571,ORD18855,Other
RE01572,ORD10029,Other
RE01573,ORD12800,Wrong Item
RE01574,ORD34760,Damaged
